equipo,liga,ataque,medio,defensa,promedio,año,entrenador
Blackburn Rovers,EFL Championship,73,73,73,73,30-06-2020,Tony Mowbray
Atlético Tucumán,SAF,72,72,72,72,30-06-2020,Ricardo Zielinski
Frosinone,Calcio B,72,72,72,72,30-06-2020,Alessandro Nesta
Argentinos Juniors,SAF,72,72,72,72,30-06-2020,Diego Dabove
Birmingham City,EFL Championship,71,71,71,71,30-06-2020,Pep Clotet
Portimonense SC,Liga NOS,71,71,71,71,30-06-2020,Paulo Sérgio
DSC Arminia Bielefeld,Bundesliga 2,71,71,71,71,30-06-2020,Uwe Neuhaus
Vitesse,Eredivisie,71,71,71,71,30-06-2020,Edward Sturing
RC Deportivo,LaLiga SmartBank,71,71,71,71,30-06-2020,Fernando Vázquez
FC Lorient,Domino's Ligue 2,71,71,71,71,30-06-2020,Christophe Pélissier
Empoli,Calcio B,71,71,71,71,30-06-2020,Pasquale Marino
Reading,EFL Championship,70,70,70,70,30-06-2020,Mark Bowen
Middlesbrough,EFL Championship,70,70,70,70,30-06-2020,Neil Warnock
Huddersfield Town,EFL Championship,70,70,70,70,30-06-2020,Danny Cowley
R. Sporting,LaLiga SmartBank,70,70,70,70,30-06-2020,Miroslav Đukić
Málaga CF,LaLiga SmartBank,70,70,70,70,30-06-2020,Sergio Pellicer
UD Las Palmas,LaLiga SmartBank,70,70,70,70,30-06-2020,Pepe Mel
Marítimo,Liga NOS,70,70,70,70,30-06-2020,José Gomes
Vitória Setúbal,Liga NOS,69,69,69,69,30-06-2020,Julio Velázquez
Millwall,EFL Championship,69,69,69,69,30-06-2020,Gary Rowett
Santa Clara,Liga NOS,69,69,69,69,30-06-2020,João Henriques
Fortaleza,Liga do Brasil,68,68,68,68,30-06-2020,Rogério Ceni
Atlético Nacional,Liga Dimayor,68,68,68,68,30-06-2020,Juan Carlos Osorio
Swansea City,EFL Championship,67,67,67,67,30-06-2020,Steve Cooper
Club Atlético Huracán,SAF,67,67,67,67,30-06-2020,Israel Damonte
Elche CF,LaLiga SmartBank,74,74,74,74,30-06-2020,Pacheta
RC Lens,Domino's Ligue 2,72,72,72,72,30-06-2020,Franck Haise
Chievo Verona,Calcio B,71,71,71,71,30-06-2020,Alfredo Aglietti
En Avant Guingamp,Domino's Ligue 2,71,71,71,71,30-06-2020,Sylvain Didot
Queens Park Rangers,EFL Championship,71,71,71,71,30-06-2020,Mark Warburton
sc Heerenveen,Eredivisie,71,71,71,71,30-06-2020,Johnny Jansen
VfL Bochum,Bundesliga 2,71,71,71,71,30-06-2020,Thomas Reis
SC Paderborn 07,Bundesliga,70,70,70,70,30-06-2020,Steffen Baumgart
CD Tenerife,LaLiga SmartBank,70,70,70,70,30-06-2020,Baraja
SV Darmstadt 98,Bundesliga 2,70,70,70,70,30-06-2020,Dimitrios Grammozis
Club Atlético de San Luis,LIGA BBVA MX,70,70,70,70,30-06-2020,Diego Simeone
FC St. Pauli,Bundesliga 2,70,70,70,70,30-06-2020,Jos Luhukay
Godoy Cruz,SAF,70,70,70,70,30-06-2020,Mario Sciacqua
Perugia,Calcio B,70,70,70,70,30-06-2020,Serse Cosmi
FC Paços de Ferreira,Liga NOS,69,69,69,69,30-06-2020,Pêpa
Albacete BP,LaLiga SmartBank,69,69,69,69,30-06-2020,Lucas Alcaraz
ES Troyes AC,Domino's Ligue 2,69,69,69,69,30-06-2020,Laurent Batlles
Crotone,Calcio B,69,69,69,69,30-06-2020,Giovanni Stroppa
Millonarios FC,Liga Dimayor,69,69,69,69,30-06-2020,Alberto Gamero
CD Tondela,Liga NOS,69,69,69,69,30-06-2020,Natxo González
Wigan Athletic,EFL Championship,69,69,69,69,30-06-2020,Paul Cook
Belenenses,Liga NOS,69,69,69,69,30-06-2020,Petit
Willem II,Eredivisie,68,68,68,68,30-06-2020,Adrie Koster
Charlton Athletic,EFL Championship,68,68,68,68,30-06-2020,Lee Bowyer
Independiente del Valle,Libertadores,67,67,67,67,30-06-2020,Lucas Pusineri
Deportes Tolima,Liga Dimayor,67,67,67,67,30-06-2020,Hernán Torres
SG Dynamo Dresden,Bundesliga 2,67,67,67,67,30-06-2020,Markus Kauczinski
Heracles Almelo,Eredivisie,72,72,72,72,30-06-2020,Frank Wormuth
Le Havre AC,Domino's Ligue 2,71,71,71,71,30-06-2020,Paul Le Guen
Independiente Santa Fe,Liga Dimayor,70,70,70,70,30-06-2020,Lucas Pusineri
AJ Auxerre,Domino's Ligue 2,70,70,70,70,30-06-2020,Jean-Marc Furlan
Independiente Medellín,Liga Dimayor,70,70,70,70,30-06-2020,Lucas Pusineri
SpVgg Greuther Fürth,Bundesliga 2,70,70,70,70,30-06-2020,Stefan Leitl
CD Everton de Viña del Mar,Camp. AFP PlanVital,70,70,70,70,30-06-2020,Carlo Ancelotti
Once Caldas,Liga Dimayor,69,69,69,69,30-06-2020,Hubert Bodhert
FC Emmen,Eredivisie,69,69,69,69,30-06-2020,Dick Lukkien
Luton Town,EFL Championship,69,69,69,69,30-06-2020,Nathan Jones
FC Twente,Eredivisie,69,69,69,69,30-06-2020,Gonzalo
Karlsruher SC,Bundesliga 2,69,69,69,69,30-06-2020,Christian Eichner
Deportivo Binacional,Libertadores,69,69,69,69,30-06-2020,Fernando Vázquez
París FC,Domino's Ligue 2,68,68,68,68,30-06-2020,René Girard
Hull City,EFL Championship,68,68,68,68,30-06-2020,Grant McCann
Ascoli,Calcio B,68,68,68,68,30-06-2020,Davide Dionigi
CD Numancia,LaLiga SmartBank,68,68,68,68,30-06-2020,Carrión
Patronato,SAF,68,68,68,68,30-06-2020,Gustavo Álvarez
Club Atlético Aldosivi,SAF,68,68,68,68,30-06-2020,Guillermo Hoyos
Venezia,Calcio B,67,67,67,67,30-06-2020,Alessio Dionisi
Pescara,Calcio B,67,67,67,67,30-06-2020,Nicola Legrottaglie
SM Caen,Domino's Ligue 2,67,67,67,67,30-06-2020,Pascal Dupraz
Ceará Sporting Club,Liga do Brasil,64,64,64,64,30-06-2020,Miroslav Đukić
La Equidad,Liga Dimayor,73,73,73,73,30-06-2020,Alexis García
Valenciennes FC,Domino's Ligue 2,70,70,70,70,30-06-2020,Olivier Guégan
Club Atlético Central Córdoba,SAF,69,69,69,69,30-06-2020,Sabas
Barcelona Guayaquil,Libertadores,69,69,69,69,30-06-2020,Quique Setién
Rionegro Águilas,Liga Dimayor,69,69,69,69,30-06-2020,Francesco Stifano
PEC Zwolle,Eredivisie,68,68,68,68,30-06-2020,John Stegeman
Pisa,Calcio B,68,68,68,68,30-06-2020,Luca D'Angelo
Grenoble Foot 38,Domino's Ligue 2,68,68,68,68,30-06-2020,Philippe Hinschberger
Real Racing Club,LaLiga SmartBank,67,67,67,67,30-06-2020,Sebastián Beccacece
Barnsley,EFL Championship,67,67,67,67,30-06-2020,Gerhard Struber
FC Sochaux-Montbéliard,Domino's Ligue 2,67,67,67,67,30-06-2020,Omar Daf
Sunderland,EFL League One,67,67,67,67,30-06-2020,Phil Parkinson
Deportivo Cali,Liga Dimayor,67,67,67,67,30-06-2020,Alfredo Arias
Clermont Foot 63,Domino's Ligue 2,67,67,67,67,30-06-2020,Pascal Gastien
Livorno,Calcio B,66,66,66,66,30-06-2020,Antonio Filippini
FC Groningen,Eredivisie,62,62,62,62,30-06-2020,Danny Buijs
Chamois Niortais FC,Domino's Ligue 2,70,70,70,70,30-06-2020,Franck Passi
Delfín Sporting Club,Libertadores,68,68,68,68,30-06-2020,Miroslav Đukić
Sparta Rotterdam,Eredivisie,67,67,67,67,30-06-2020,Henk Fraser
FC Ingolstadt 04,3. Liga,67,67,67,67,30-06-2020,Tomas Oral
Eintracht Braunschweig,3. Liga,67,67,67,67,30-06-2020,Marco Antwerpen
Portsmouth,EFL League One,67,67,67,67,30-06-2020,Kenny Jackett
Ipswich Town,EFL League One,67,67,67,67,30-06-2020,Paul Lambert
Club Deportivo Jorge Wilstermann,Libertadores,67,67,67,67,30-06-2020,Fernando Vázquez
SpVgg Unterhaching,3. Liga,66,66,66,66,30-06-2020,Claus Schromm
Deportivo Pasto,Liga Dimayor,65,65,65,65,30-06-2020,Diego Corredor
Oxford United,EFL League One,65,65,65,65,30-06-2020,Karl Robinson
VVV-Venlo,Eredivisie,65,65,65,65,30-06-2020,Hans de Koning
AC Ajaccio,Domino's Ligue 2,65,65,65,65,30-06-2020,Olivier Pantaloni
AS Nancy-Lorraine,Domino's Ligue 2,65,65,65,65,30-06-2020,Jean-Louis Garcia
Fortuna Sittard,Eredivisie,64,64,64,64,30-06-2020,Sjors Ultee
Club Atlético Tigre,Libertadores,64,64,64,64,30-06-2020,Néstor Gorosito
Alianza Petrolera,Liga Dimayor,67,67,67,67,30-06-2020,César Torres
Coventry City,EFL League One,66,66,66,66,30-06-2020,Mark Robins
RKC Waalwijk,Eredivisie,66,66,66,66,30-06-2020,Fred Grim
1. FC Kaiserslautern,3. Liga,66,66,66,66,30-06-2020,Boris Schommers
Blackpool,EFL League One,66,66,66,66,30-06-2020,Neil Critchley
KFC Uerdingen 05,3. Liga,66,66,66,66,30-06-2020,Stefan Krämer
Club Deportivo El Nacional,Sudamericana,66,66,66,66,30-06-2020,Fernando Vázquez
Club River Plate Asunción,Sudamericana,66,66,66,66,30-06-2020,Marcelo Gallardo
Envigado FC,Liga Dimayor,65,65,65,65,30-06-2020,José Arastey
FC Hansa Rostock,3. Liga,64,64,64,64,30-06-2020,Jens Härtel
Liverpool Fútbol Club,Sudamericana,64,64,64,64,30-06-2020,Jürgen Klopp
Centro Atlético Fénix,Sudamericana,60,60,60,60,30-06-2020,Diego Simeone
Atlético Bucaramanga,Liga Dimayor,59,59,59,59,30-06-2020,Guillermo Sanguinetti
MSV Duisburg,3. Liga,66,66,66,66,30-06-2020,Torsten Lieberknecht
Swindon Town,EFL League Two,66,66,66,66,30-06-2020,Richie Wellens
Sportverein Waldhof Mannheim 07 e.V.,3. Liga,65,65,65,65,30-06-2020,Bernhard Trares
Club Atlético River Plate,Sudamericana,65,65,65,65,30-06-2020,Marcelo Gallardo
"Club Social, Cultural y Deportivo Blooming",Sudamericana,65,65,65,65,30-06-2020,Fernando Vázquez
Cúcuta Deportivo,Liga Dimayor,65,65,65,65,30-06-2020,Jorge Artigas
Club Plaza de Deportes Colonia,Sudamericana,62,62,62,62,30-06-2020,Markus Gisdol
Club Deportivo Oriente Petrolero,Sudamericana,65,65,65,65,30-06-2020,Fernando Vázquez
Club Atlético Grau,Sudamericana,65,65,65,65,30-06-2020,Diego Simeone
SC Preußen Münster,3. Liga,63,63,63,63,30-06-2020,Sascha Hildmann
Bradford City,EFL League Two,63,63,63,63,30-06-2020,Stuart McCall
Club Atlético Nacional Potosí,Sudamericana,62,62,62,62,30-06-2020,Juan Carlos Osorio
Northampton Town,EFL League Two,62,62,62,62,30-06-2020,Keith Curle
Estudiantes de Mérida,Libertadores,61,61,61,61,30-06-2020,Leandro Desábato
Atlético Huila,Liga Dimayor,67,67,67,67,30-06-2020,Diego Simeone
Lillestrøm SK,Eliteserien,63,63,63,63,30-06-2020,Christophe Galtier
Grimsby Town,EFL League Two,63,63,63,63,30-06-2020,Ian Holloway
Carlisle United,EFL League Two,63,63,63,63,30-06-2020,Chris Beech
Oldham Athletic,EFL League Two,61,61,61,61,30-06-2020,Dino Maamria
Leyton Orient,EFL League Two,61,61,61,61,30-06-2020,Ross Embleton
Club Unión Magdalena S. A.,Liga Dimayor,62,62,62,62,30-06-2020,Carlos Silva
St. Patrick's Athletic,SSE Airtricity Lge,60,60,60,60,30-06-2020,Garitano
Bury,EFL League One,59,59,59,59,30-06-2020,Paul Wilkinson
Liverpool,Premier League,86,86,86,86,30-06-2021,Jürgen Klopp
Manchester City,Premier League,85,85,85,85,30-06-2021,Pep Guardiola
Real Madrid,LaLiga Santander,84,84,84,84,30-06-2021,Zinédine Zidane
FC Bayern Munich,Bundesliga,92,92,92,92,30-06-2021,Hansi Flick
Paris Saint-Germain,Ligue 1 Uber Eats,87,87,87,87,30-06-2021,Mauricio Pochettino
Juventus de Turín,Serie A TIM,87,87,87,87,30-06-2021,Andrea Pirlo
Atlético de Madrid,LaLiga Santander,85,85,85,85,30-06-2021,Diego Simeone
FC Barcelona,LaLiga Santander,84,84,84,84,30-06-2021,Ronald Koeman
Tottenham Hotspur,Premier League,89,89,89,89,30-06-2021,Ryan Mason
Manchester United,Premier League,83,83,83,83,30-06-2021,Ole Gunnar Solskjær
Inter de Milán,Serie A TIM,83,83,83,83,30-06-2021,Stefano Pioli
Chelsea,Premier League,82,82,82,82,30-06-2021,Thomas Tuchel
Borussia Dortmund,Bundesliga,87,87,87,87,30-06-2021,Edin Terzić
Sevilla FC,LaLiga Santander,80,80,80,80,30-06-2021,Lopetegui
Arsenal,Premier League,83,83,83,83,30-06-2021,Sergio Rondina
Nápoles,Serie A TIM,82,82,82,82,30-06-2021,Gennaro Gattuso
Lazio,Serie A TIM,82,82,82,82,30-06-2021,Maurizio Sarri
Villarreal CF,LaLiga Santander,82,82,82,82,30-06-2021,Unai Emery
Leicester City,Premier League,80,80,80,80,30-06-2021,Brendan Rodgers
RB Leipzig,Bundesliga,78,78,78,78,30-06-2021,Julian Nagelsmann
Milan,Serie A TIM,84,84,84,84,30-06-2021,Stefano Pioli
Atalanta,Serie A TIM,82,82,82,82,30-06-2021,Gian Piero Gasperini
Real Sociedad,LaLiga Santander,81,81,81,81,30-06-2021,Imanol
Everton,Premier League,81,81,81,81,30-06-2021,Carlo Ancelotti
Athletic Club,LaLiga Santander,80,80,80,80,30-06-2021,Marcelino
Wolverhampton Wanderers,Premier League,77,77,77,77,30-06-2021,Nuno Espírito Santo
SL Benfica,Liga NOS,77,77,77,77,30-06-2021,Jorge Jesus
Ajax,Eredivisie,80,80,80,80,30-06-2021,Erik ten Hag
Real Betis Balompié,LaLiga Santander,79,79,79,79,30-06-2021,Manuel Pellegrini
Olympique de Lyon,Ligue 1 Uber Eats,79,79,79,79,30-06-2021,Rudi García
West Ham United,Premier League,79,79,79,79,30-06-2021,David Moyes
AS Monaco,Ligue 1 Uber Eats,79,79,79,79,30-06-2021,Niko Kovač
Roma,Serie A TIM,79,79,79,79,30-06-2021,Paulo Fonseca
Sporting de Lisboa,Liga NOS,78,78,78,78,30-06-2021,Gallego
LOSC Lille,Ligue 1 Uber Eats,78,78,78,78,30-06-2021,Christophe Galtier
VfL Wolfsburgo,Bundesliga,78,78,78,78,30-06-2021,Oliver Glasner
Granada CF,LaLiga Santander,77,77,77,77,30-06-2021,Diego Martínez
Eintracht Frankfurt,Bundesliga,79,79,79,79,30-06-2021,Adi Hütter
Getafe CF,LaLiga Santander,77,77,77,77,30-06-2021,Bordalás
Valencia CF,LaLiga Santander,77,77,77,77,30-06-2021,Voro
Aston Villa,Premier League,77,77,77,77,30-06-2021,Dean Smith
Olympique de Marsella,Ligue 1 Uber Eats,77,77,77,77,30-06-2021,Jorge Sampaoli
PSV,Eredivisie,79,79,79,79,30-06-2021,Roger Schmidt
Levante UD,LaLiga Santander,79,79,79,79,30-06-2021,Paco López
Fiorentina,Serie A TIM,78,78,78,78,30-06-2021,Giuseppe Iachini
Leeds United,Premier League,78,78,78,78,30-06-2021,Marcelo Bielsa
Southampton,Premier League,77,77,77,77,30-06-2021,Ralph Hasenhüttl
Hertha Berlín,Bundesliga,77,77,77,77,30-06-2021,Pál Dárdai
Crystal Palace,Premier League,77,77,77,77,30-06-2021,Roy Hodgson
Flamengo,Libertadores,77,77,77,77,30-06-2021,Rogério Ceni
Newcastle United,Premier League,77,77,77,77,30-06-2021,Steve Bruce
D. Alavés,LaLiga Santander,77,77,77,77,30-06-2021,Calleja
OGC Niza,Ligue 1 Uber Eats,77,77,77,77,30-06-2021,Adrian Ursea
CA Osasuna,LaLiga Santander,76,76,76,76,30-06-2021,Jagoba Arrasate
River Plate,Libertadores,76,76,76,76,30-06-2021,Marcelo Gallardo
SD Eibar,LaLiga Santander,76,76,76,76,30-06-2021,José Luis Mendilíbar
Torino,Serie A TIM,76,76,76,76,30-06-2021,Davide Nicola
Boca Juniors,Libertadores,76,76,76,76,30-06-2021,Miguel Russo
TSG Hoffenheim,Bundesliga,75,75,75,75,30-06-2021,Sebastian Hoeneß
Burnley,Premier League,75,75,75,75,30-06-2021,Sean Dyche
Atlético Mineiro,Liga do Brasil,81,81,81,81,30-06-2021,Cuca
Montpellier Hérault SC,Ligue 1 Uber Eats,80,80,80,80,30-06-2021,Olivier Dall'Oglio
RC Celta,LaLiga Santander,80,80,80,80,30-06-2021,Eduardo Coudet
Sassuolo,Serie A TIM,79,79,79,79,30-06-2021,Roberto De Zerbi
São Paulo,Libertadores,78,78,78,78,30-06-2021,Hernán Crespo
Tigres de la UANL,LIGA BBVA MX,77,77,77,77,30-06-2021,Diego Martínez
Sampdoria,Serie A TIM,76,76,76,76,30-06-2021,Claudio Ranieri
Udinese,Serie A TIM,76,76,76,76,30-06-2021,Luca Gotti
Feyenoord,Eredivisie,76,76,76,76,30-06-2021,Dick Advocaat
Cagliari,Serie A TIM,76,76,76,76,30-06-2021,Leonardo Semplici
Brighton & Hove Albion,Premier League,75,75,75,75,30-06-2021,Graham Potter
RCD Espanyol,LaLiga SmartBank,75,75,75,75,30-06-2021,Moreno
Angers SCO,Ligue 1 Uber Eats,75,75,75,75,30-06-2021,Gérald Baticle
Hellas Verona,Serie A TIM,76,76,76,76,30-06-2021,Eusebio Di Francesco
Bolonia,Serie A TIM,75,75,75,75,30-06-2021,Siniša Mihajlović
Rangers Football Club,Scottish Prem,75,75,75,75,30-06-2021,Gérald Baticle
FC Schalke 04,Bundesliga,74,74,74,74,30-06-2021,Dimitrios Grammozis
AZ,Eredivisie,74,74,74,74,30-06-2021,Maurizio Sarri
Watford,EFL Championship,74,74,74,74,30-06-2021,Xisco
Parma,Serie A TIM,74,74,74,74,30-06-2021,Enzo Maresca
1. FC Colonia,Bundesliga,74,74,74,74,30-06-2021,Friedhelm Funkel
Girondins de Burdeos,Ligue 1 Uber Eats,74,74,74,74,30-06-2021,Jean-Louis Gasset
FC Augsburgo,Bundesliga,73,73,73,73,30-06-2021,Markus Weinzierl
AFC Bournemouth,EFL Championship,72,72,72,72,30-06-2021,Jonathan Woodgate
Internacional,Liga do Brasil,71,71,71,71,30-06-2021,Osmar Loss
Norwich City,EFL Championship,76,76,76,76,30-06-2021,Daniel Farke
Cádiz CF,LaLiga Santander,75,75,75,75,30-06-2021,Álvaro Cervera
1. FC Union Berlin,Bundesliga,75,75,75,75,30-06-2021,Urs Fischer
AS Saint-Étienne,Ligue 1 Uber Eats,74,74,74,74,30-06-2021,Claude Puel
West Bromwich Albion,Premier League,74,74,74,74,30-06-2021,Sam Allardyce
Vélez Sarsfield,LPF,74,74,74,74,30-06-2021,Mauricio Pellegrino
VfB Stuttgart,Bundesliga,74,74,74,74,30-06-2021,Pellegrino Matarazzo
Stade de Reims,Ligue 1 Uber Eats,73,73,73,73,30-06-2021,David Guion
SD Huesca,LaLiga Santander,73,73,73,73,30-06-2021,Pacheta
RC Lens,Ligue 1 Uber Eats,72,72,72,72,30-06-2021,Franck Haise
1. FSV Mainz 05,Bundesliga,72,72,72,72,30-06-2021,Bo Svensson
Elche CF,LaLiga Santander,72,72,72,72,30-06-2021,Fran Escribá
RCD Mallorca,LaLiga SmartBank,72,72,72,72,30-06-2021,Luis García
Stade Brestois 29,Ligue 1 Uber Eats,72,72,72,72,30-06-2021,Michel Der Zakarian
Corinthians,Sudamericana,72,72,72,72,30-06-2021,Sylvinho
FC Nantes,Ligue 1 Uber Eats,71,71,71,71,30-06-2021,Antoine Kombouaré
Racing Club,LPF,71,71,71,71,30-06-2021,Juan Pizzi
Sheffield United,Premier League,71,71,71,71,30-06-2021,Paul Heckingbottom
Nîmes Olympique,Ligue 1 Uber Eats,71,71,71,71,30-06-2021,Pascal Plancque
Ceará Sporting Club,Liga do Brasil,75,75,75,75,30-06-2021,Gallego
Brentford,EFL Championship,74,74,74,74,30-06-2021,Thomas Frank
UD Almería,LaLiga SmartBank,74,74,74,74,30-06-2021,Rubi
Club Athletico Paranaense,Liga do Brasil,74,74,74,74,30-06-2021,António Oliveira
Defensa y Justicia,LPF,74,74,74,74,30-06-2021,Sebastián Beccacece
Vitória Guimarães,Liga NOS,74,74,74,74,30-06-2021,Julio Velázquez
Club Atlético independiente,LPF,73,73,73,73,30-06-2021,Julio Falcioni
San Lorenzo de Almagro,LPF,73,73,73,73,30-06-2021,Walter Perazzo
DSC Arminia Bielefeld,Bundesliga,72,72,72,72,30-06-2021,Frank Kramer
CD Leganés,LaLiga SmartBank,72,72,72,72,30-06-2021,Asier Garitano
Fluminense,Liga do Brasil,70,70,70,70,30-06-2021,Roger
FC Metz,Ligue 1 Uber Eats,70,70,70,70,30-06-2021,Frédéric Antonetti
Club Deportivo Guadalajara,LIGA BBVA MX,75,75,75,75,30-06-2021,Rubén de la Barrera
Inter Miami CF,MLS,74,74,74,74,30-06-2021,Antonio Conte
Swansea City,EFL Championship,73,73,73,73,30-06-2021,Steve Cooper
Dijon FCO,Ligue 1 Uber Eats,73,73,73,73,30-06-2021,David Linarès
Hamburgo SV,Bundesliga 2,73,73,73,73,30-06-2021,Horst Hrubesch
Girona FC,LaLiga SmartBank,73,73,73,73,30-06-2021,Francisco
Club Atlético Talleres,LPF,72,72,72,72,30-06-2021,Diego Simeone
Crotone,Serie A TIM,72,72,72,72,30-06-2021,Serse Cosmi
FC Paços de Ferreira,Liga NOS,71,71,71,71,30-06-2021,Pêpa
Reading,EFL Championship,71,71,71,71,30-06-2021,Veljko Paunović
Sporting Charleroi,1A Pro League,71,71,71,71,30-06-2021,Gallego
FC Utrecht,Eredivisie,71,71,71,71,30-06-2021,René Hake
Argentinos Juniors,LPF,71,71,71,71,30-06-2021,Gabriel Milito
Rio Ave FC,Liga NOS,71,71,71,71,30-06-2021,Mário Silva
Colón de Santa Fe,LPF,71,71,71,71,30-06-2021,Eduardo Domínguez
FC Lorient,Ligue 1 Uber Eats,71,71,71,71,30-06-2021,Christophe Pélissier
Blackburn Rovers,EFL Championship,71,71,71,71,30-06-2021,Tony Mowbray
Cardiff City,EFL Championship,71,71,71,71,30-06-2021,Mick McCarthy
R. Sporting,LaLiga SmartBank,71,71,71,71,30-06-2021,Gallego
Nottingham Forest,EFL Championship,71,71,71,71,30-06-2021,Chris Hughton
Atlético Clube Goianiense,Liga do Brasil,70,70,70,70,30-06-2021,Diego Simeone
Fortaleza,Liga do Brasil,70,70,70,70,30-06-2021,Juan Vojvoda
Newell's Old Boys,LPF,70,70,70,70,30-06-2021,Germán Burgos
Bahía,Liga do Brasil,69,69,69,69,30-06-2021,Dado Cavalcanti
Rayo Vallecano,LaLiga SmartBank,69,69,69,69,30-06-2021,Iraola
Club Atlético Lanús,LPF,74,74,74,74,30-06-2021,Diego Simeone
Rosario Central,LPF,72,72,72,72,30-06-2021,Cristian González
Hannover 96,Bundesliga 2,70,70,70,70,30-06-2021,Kenan Kocak
VfL Bochum,Bundesliga 2,70,70,70,70,30-06-2021,Thomas Reis
Middlesbrough,EFL Championship,70,70,70,70,30-06-2021,Neil Warnock
Deportivo Toluca,LIGA BBVA MX,70,70,70,70,30-06-2021,Rubén de la Barrera
Stoke City,EFL Championship,70,70,70,70,30-06-2021,Michael O'Neill
Coritiba,Liga do Brasil,70,70,70,70,30-06-2021,Gustavo Morínigo
Boavista FC,Liga NOS,70,70,70,70,30-06-2021,Jesualdo Ferreira
Santa Clara,Liga NOS,70,70,70,70,30-06-2021,Daniel Ramos
Lecce,Resto del mundo,70,70,70,70,30-06-2021,Eugenio Corini
Bristol City,EFL Championship,70,70,70,70,30-06-2021,Nigel Pearson
Millwall,EFL Championship,70,70,70,70,30-06-2021,Gary Rowett
Estudiantes de La Plata,LPF,69,69,69,69,30-06-2021,Ricardo Zielinski
Chievo Verona,Resto del mundo,69,69,69,69,30-06-2021,Alfredo Aglietti
Birmingham City,EFL Championship,69,69,69,69,30-06-2021,Lee Bowyer
Sheffield Wednesday,EFL Championship,69,69,69,69,30-06-2021,Darren Moore
Vitesse,Eredivisie,68,68,68,68,30-06-2021,Thomas Letsch
Derby County,EFL Championship,68,68,68,68,30-06-2021,Wayne Rooney
Preston North End,EFL Championship,66,66,66,66,30-06-2021,Frankie McAvoy
sc Heerenveen,Eredivisie,72,72,72,72,30-06-2021,Johnny Jansen
Queens Park Rangers,EFL Championship,72,72,72,72,30-06-2021,Mark Warburton
SPAL,Resto del mundo,72,72,72,72,30-06-2021,Massimo Rastelli
Moreirense FC,Liga NOS,71,71,71,71,30-06-2021,César Peixoto
SV Darmstadt 98,Bundesliga 2,71,71,71,71,30-06-2021,Markus Anfang
Club Atlético de San Luis,LIGA BBVA MX,71,71,71,71,30-06-2021,Diego Simeone
Sporting Kansas City,MLS,71,71,71,71,30-06-2021,Gallego
Goiás,Liga do Brasil,70,70,70,70,30-06-2021,Augusto
SC Paderborn 07,Bundesliga 2,70,70,70,70,30-06-2021,Steffen Baumgart
UD Las Palmas,LaLiga SmartBank,70,70,70,70,30-06-2021,Pepe Mel
SpVgg Greuther Fürth,Bundesliga 2,70,70,70,70,30-06-2021,Stefan Leitl
Atlético Tucumán,LPF,70,70,70,70,30-06-2021,Omar De Felippe
Empoli,Resto del mundo,70,70,70,70,30-06-2021,Alessio Dionisi
CD Tenerife,LaLiga SmartBank,70,70,70,70,30-06-2021,Ramis
AJ Auxerre,Ligue 2 BKT,70,70,70,70,30-06-2021,Jean-Marc Furlan
Unión de Santa Fe,LPF,70,70,70,70,30-06-2021,Juan Azconzábal
Willem II,Eredivisie,70,70,70,70,30-06-2021,Željko Petrović
Málaga CF,LaLiga SmartBank,69,69,69,69,30-06-2021,Sergio Pellicer
Gil Vicente FC,Liga NOS,69,69,69,69,30-06-2021,Ricardo Soares
Brescia,Resto del mundo,69,69,69,69,30-06-2021,Pep Clotet
Marítimo,Liga NOS,69,69,69,69,30-06-2021,Julio Velázquez
Portimonense SC,Liga NOS,68,68,68,68,30-06-2021,Paulo Sérgio
ES Troyes AC,Ligue 2 BKT,68,68,68,68,30-06-2021,Laurent Batlles
Huddersfield Town,EFL Championship,68,68,68,68,30-06-2021,Corberán
Belenenses,Liga NOS,68,68,68,68,30-06-2021,Petit
Luton Town,EFL Championship,68,68,68,68,30-06-2021,Nathan Jones
SC Farense,Liga NOS,67,67,67,67,30-06-2021,Jorge Costa
Toulouse FC,Ligue 2 BKT,67,67,67,67,30-06-2021,Patrice Garande
Barcelona Sporting Club,Libertadores,66,66,66,66,30-06-2021,Gallego
Banfield,LPF,65,65,65,65,30-06-2021,Javier Sanguinetti
FC St. Pauli,Bundesliga 2,70,70,70,70,30-06-2021,Timo Schultz
R. Zaragoza,LaLiga SmartBank,70,70,70,70,30-06-2021,Juan Martínez
CD Nacional,Liga NOS,69,69,69,69,30-06-2021,Manuel Machado
CD Tondela,Liga NOS,69,69,69,69,30-06-2021,Pako Ayestarán
SM Caen,Ligue 2 BKT,69,69,69,69,30-06-2021,Fabrice Vandeputte
En Avant Guingamp,Ligue 2 BKT,68,68,68,68,30-06-2021,Frédéric Bompard
Karlsruher SC,Bundesliga 2,68,68,68,68,30-06-2021,Christian Eichner
CD Castellón,LaLiga SmartBank,68,68,68,68,30-06-2021,Sergi Escobar
Club Atlético Peñarol,Sudamericana,68,68,68,68,30-06-2021,Diego Simeone
